soldToParty,businessPartner,Country,Industry,Material,MaterialGroup,MaterialType,productHierarchy,distChannel,division,salesOrg,version,valueType,changeId,RecordType,RequestId,CalendarDay,CalendarMonth,CalendarWeek,FiscalPeriod,FiscalVariant,baseUom,statsCurrency,creditMemosCost,creditMemosQuantity,netValueOfCreditMemos,costIncomingOrders,incomingOrders,netValueIncomingOrders,costInvoicedSales,salesQuantity,netValueSalesVol,openOrdersQuantity,netValueOpenOrders,salesOrderItem,incomingReturnsCost,returnsQuantity,netValueIncomingReturns,noReturnsItems,totalSubtotal
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,0,20,,,REQU_DE3MG5P3D07LIP392KAELZICK,11.10.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DEK3IGVYX8AJFW2CBFOH8URVO,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DEK3NT2N8ZUJ7KLXWG4RYA1LW,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DEK3SIQYBLIFMTXMUWXAW6AW4,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DEK3VD9YO1H5I4CN4WS3W0ECK,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5JFHQCAINN468YK65GZQG4,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5JMTX2H5F7DGVD3WMU1X9G,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5P13DOM3MNBZH6ST0SVTT0,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5P8SNS72C0OVRJJU6G976S,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFH3CXXCI7EEZW5CPMY9YBO2S,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","-1,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5K2Q7S4U53ZAVYBQANB06C,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5OG2QYZQN5OEEYBGS84Q04,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK6G6NAAFMK4SII0HGZ1YT2C,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK6PMA4Y3UYO7ZOG5UVSLR50,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFH3CHI5RMA3BBJEH9Z378VJ8,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","-1,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFHDDN209JVY3KUCA1F0PA2LG,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5PMQBT34691MXV5XCDDWV8,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK6G0PLR40QKXAHO6K9RLW2S,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017001,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK6QMX2H2H4TSBGK6DO2PH2C,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","    186,00",1,"    232,50","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,1,20,,,REQU_DE3MF1SP23UFHFT9B9SE921ES,11.10.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,0,20,,,REQU_DE3MG5P3D07LIP392KAELZICK,11.10.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DEK3IGVYX8AJFW2CBFOH8URVO,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DEK3NT2N8ZUJ7KLXWG4RYA1LW,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DEK3SIQYBLIFMTXMUWXAW6AW4,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DEK3VD9YO1H5I4CN4WS3W0ECK,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5JFHQCAINN468YK65GZQG4,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5JMTX2H5F7DGVD3WMU1X9G,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5P13DOM3MNBZH6ST0SVTT0,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5P8SNS72C0OVRJJU6G976S,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFH3CXXCI7EEZW5CPMY9YBO2S,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","-1,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5K2Q7S4U53ZAVYBQANB06C,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5OG2QYZQN5OEEYBGS84Q04,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK6G6NAAFMK4SII0HGZ1YT2C,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK6PMA4Y3UYO7ZOG5UVSLR50,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFH3CHI5RMA3BBJEH9Z378VJ8,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","-1,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFHDDN209JVY3KUCA1F0PA2LG,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK5PMQBT34691MXV5XCDDWV8,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK6G0PLR40QKXAHO6K9RLW2S,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
R3002,,US,,R100017,R1134,HAWA,,R6,R1,R300,&(,20,,,REQU_DFK6QMX2H2H4TSBGK6DO2PH2C,06.03.2011,0,0,0,K4,ST,USD,"     0,00",0,"     0,00","      0,00",1,"      0,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,1,20,,,REQU_DE3MF1SP23UFHFT9B9SE921ES,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,0,20,,,REQU_DE3MG5P3D07LIP392KAELZICK,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3NT2N8ZUJ7KLXWG4RYA1LW,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3SIQYBLIFMTXMUWXAW6AW4,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3UOR9RFM04Y2CX3A5J4ZOK,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3VD9YO1H5I4CN4WS3W0ECK,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3WTPDZ9PBOFSV3V9B7ZKBO,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5JFHQCAINN468YK65GZQG4,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5JMTX2H5F7DGVD3WMU1X9G,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5P13DOM3MNBZH6ST0SVTT0,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5P8SNS72C0OVRJJU6G976S,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFH3CXXCI7EEZW5CPMY9YBO2S,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","-1,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5K2Q7S4U53ZAVYBQANB06C,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5OG2QYZQN5OEEYBGS84Q04,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6G6NAAFMK4SII0HGZ1YT2C,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6PMA4Y3UYO7ZOG5UVSLR50,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFH3CHI5RMA3BBJEH9Z378VJ8,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","-1,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFHDDN209JVY3KUCA1F0PA2LG,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK5PMQBT34691MXV5XCDDWV8,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6G0PLR40QKXAHO6K9RLW2S,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-CSD07,,DE,HITE,T-FSN07,12,FERT,1.25E+15,10,7,1000,&(,20,,,REQU_DFK6QMX2H2H4TSBGK6DO2PH2C,26.02.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00","    562,46",1,"  3.000,00","     0,00",0,"     0,00",0,"     0,00","1,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,1,20,,,REQU_DE3MF1SP23UFHFT9B9SE921ES,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","     0,00"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,1,20,,,REQU_DE3MF1SP23UFHFT9B9SE921ES,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,1,20,,,REQU_DE3MF1SP23UFHFT9B9SE921ES,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,0,20,,,REQU_DE3MG5P3D07LIP392KAELZICK,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","     0,00"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,0,20,,,REQU_DE3MG5P3D07LIP392KAELZICK,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,0,20,,,REQU_DE3MG5P3D07LIP392KAELZICK,11.10.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3NT2N8ZUJ7KLXWG4RYA1LW,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","     0,00"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3NT2N8ZUJ7KLXWG4RYA1LW,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3NT2N8ZUJ7KLXWG4RYA1LW,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3SIQYBLIFMTXMUWXAW6AW4,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","     0,00"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3SIQYBLIFMTXMUWXAW6AW4,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3UOR9RFM04Y2CX3A5J4ZOK,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3UOR9RFM04Y2CX3A5J4ZOK,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","     0,00"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3UOR9RFM04Y2CX3A5J4ZOK,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3VD9YO1H5I4CN4WS3W0ECK,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","     0,00"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3VD9YO1H5I4CN4WS3W0ECK,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66C03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3VD9YO1H5I4CN4WS3W0ECK,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 11.344,40",20," 28.040,00","     0,00",0,"     0,00",0,"     0,00","2,000","    0,00",0,"     0,00","    0,000","     0,00"
T-S66A03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3WTPDZ9PBOFSV3V9B7ZKBO,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 22.688,80",40," 56.080,00","     0,00",0,"     0,00",0,"     0,00","4,000","5.672,20",0,"14.020,00","1,000","     0,00"
T-S66B03,,DE,TRAD,T-ASB03,207,HAWA,1.25E+15,10,7,1000,&(,20,,,REQU_DEK3WTPDZ9PBOFSV3V9B7ZKBO,04.12.2011,0,0,0,K4,ST,EUR,"     0,00",0,"     0,00"," 17.016,60",30," 42.060,00","     0,00",0,"     0,00",0,"     0,00","3,000","    0,00",0,"     0,00","    0,000","     0,00"
